Series,Part Number,Name,USD Catalogue,USD Price,CAD Catalogue,CAD Price,Categories,Arm Type,Base Type,Back Material,Back Height,Tilter Prop,Images
River,7707,"Three-Seat Sofa Standard Back, Left & Right Arms",GUS,3235,GLS,4268,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7707L,"Three-Seat Sofa Standard Back, Left Arm",GUS,5406,GLS,4025,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7707NA,"Three-Seat Sofa Standard Back, Armless",GUS,5001,GLS,3783,Lounge,Armless,    ,    ,    ,    ,TRUE
River,7707R,"Three-Seat Sofa Standard Back, Right Arm",GUS,4584,GLS,4025,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7710L,"Inside Curve Two-Seat Sofa Standard Back, Left Arm",GUS,5001,GLS,2886,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7710NA,"Inside Curve Two-Seat Sofa Standard Back, Armless",GUS,3676,GLS,2643,Lounge,Armless,    ,    ,    ,    ,TRUE
River,7710R,"Inside Curve Two-Seat Sofa Standard Back, Right Arm",GUS,3258,GLS,2886,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7713L,"Outside Curve Two-Seat Sofa Standard Back, Left Arm",GUS,3676,GLS,2943,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7713NA,"Outside Curve Two-Seat Sofa Standard Back, Armless",GUS,3676,GLS,2699,Lounge,Armless,    ,    ,    ,    ,TRUE
River,7713R,"Outside Curve Two-Seat Sofa Standard Back, Right Arm",GUS,3258,GLS,2943,Lounge,With Arms,    ,    ,    ,    ,TRUE
River,7716,"Corner Unit Standard Back, Armless",GUS,3676,GLS,3676,Lounge,Armless,    ,    ,    ,    ,TRUE
River,7702,"Lounge Chair High Back, Left & Right Arms",GUS,3980,GLS,2154,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7702L,"Lounge Chair High Back, Left Arm",GUS,3016,GLS,1913,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7702NA,"Lounge Chair High Back, Armless",GUS,2609,GLS,1669,Lounge,Armless,    ,    ,High Back,    ,TRUE
River,7702R,"Lounge Chair High Back, Right Arm",GUS,2193,GLS,1913,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7705,"Two-Seat Sofa High Back, Left & Right Arms",GUS,2609,GLS,3172,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7705L,"Two-Seat Sofa High Back, Left Arm",GUS,4279,GLS,2929,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7705NA,"Two-Seat Sofa High Back, Armless",GUS,3871,GLS,2687,Lounge,Armless,    ,    ,High Back,    ,TRUE
River,7705R,"Two-Seat Sofa High Back, Right Arm",GUS,3456,GLS,2929,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7708,"Three-Seat Sofa High Back, Left & Right Arms",GUS,3871,GLS,4973,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7708L,"Three-Seat Sofa High Back, Left Arm",GUS,6162,GLS,4731,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7708NA,"Three-Seat Sofa High Back, Armless",GUS,5761,GLS,4486,Lounge,Armless,    ,    ,High Back,    ,TRUE
River,7708R,"Three-Seat Sofa High Back, Right Arm",GUS,5345,GLS,4731,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7711L,"Inside Curve Two-Seat Sofa High Back, Left Arm",GUS,5761,GLS,3428,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7711NA,"Inside Curve Two-Seat Sofa High Back, Armless",GUS,4553,GLS,3185,Lounge,Armless,    ,    ,High Back,    ,TRUE
River,7711R,"Inside Curve Two-Seat Sofa High Back, Right Arm",GUS,4137,GLS,3428,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7714L,"Outside Curve Two-Seat Sofa High Back, Left Arm",GUS,4553,GLS,3486,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7714NA,"Outside Curve Two-Seat Sofa High Back, Armless",GUS,4292,GLS,3242,Lounge,Armless,    ,    ,High Back,    ,TRUE
River,7714R,"Outside Curve Two-Seat Sofa High Back, Right Arm",GUS,3885,GLS,3486,Lounge,With Arms,    ,    ,High Back,    ,TRUE
River,7717,"Corner Unit High Back, Armless",GUS,4292,GLS,4666,Lounge,Armless,    ,    ,High Back,    ,TRUE
River,7703,"Lounge Chair Extended High Back, Left & Right Arms",GUS,5041,GLS,2247,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7703L,"Lounge Chair Extended High Back, Left Arm",GUS,3494,GLS,2004,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7703NA,"Lounge Chair Extended High Back, Armless",GUS,3088,GLS,1761,Lounge,Armless,    ,    ,Extended High Back,    ,TRUE
River,7703R,"Lounge Chair Extended High Back, Right Arm",GUS,2672,GLS,2004,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7706,"Two-Seat Sofa Extended High Back, Left & Right Arms",GUS,3088,GLS,3358,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7706L,"Two-Seat Sofa Extended High Back, Left Arm",GUS,4516,GLS,3115,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7706NA,"Two-Seat Sofa Extended High Back, Armless",GUS,4108,GLS,2871,Lounge,Armless,    ,    ,Extended High Back,    ,TRUE
River,7706R,"Two-Seat Sofa Extended High Back, Right Arm",GUS,3690,GLS,3115,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7709,"Three-Seat Sofa Extended High Back, Left & Right Arms",GUS,4108,GLS,5250,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7709L,"Three-Seat Sofa Extended High Back, Left Arm",GUS,6610,GLS,5007,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7709NA,"Three-Seat Sofa Extended High Back, Armless",GUS,6199,GLS,4764,Lounge,Armless,    ,    ,Extended High Back,    ,TRUE
River,7709R,"Three-Seat Sofa Extended High Back, Right Arm",GUS,5786,GLS,5007,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7712L,"Inside Curve Two-Seat Sofa Extended High Back, Left Arm",GUS,6199,GLS,3741,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7712NA,"Inside Curve Two-Seat Sofa Extended High Back, Armless",GUS,4967,GLS,3498,Lounge,Armless,    ,    ,Extended High Back,    ,TRUE
River,7712R,"Inside Curve Two-Seat Sofa Extended High Back, Right Arm",GUS,4553,GLS,3741,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7715L,"Outside Curve Two-Seat Sofa Extended High Back, Left Arm",GUS,4967,GLS,3797,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7715NA,"Outside Curve Two-Seat Sofa Extended High Back, Armless",GUS,4686,GLS,3553,Lounge,Armless,    ,    ,Extended High Back,    ,TRUE
River,7715R,"Outside Curve Two-Seat Sofa Extended High Back, Right Arm",GUS,4271,GLS,3797,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River,7718,"Corner Unit Extended High Back, Armless",GUS,4686,GLS,5181,Lounge,Armless,    ,    ,Extended High Back,    ,TRUE
River,7725,"Two-Seat Bench, Armless",GUS,5339,GLS,1796,Bench,Armless,    ,    ,No Back,    ,TRUE
River,7726,Inside Curve Two-Seat Bench,GUS,2036,GLS,2609,Bench,Armless,    ,    ,No Back,    ,TRUE
River,7727,Outside Curve Two-Seat Bench,GUS,2765,GLS,2597,Bench,Armless,    ,    ,No Back,    ,TRUE
River,7728,One Seat Bench,GUS,2765,GLS,1157,Bench,Armless,    ,    ,No Back,    ,TRUE
River,7729,"36"" Round Bench",GUS,1392,GLS,1546,Bench,Armless,    ,    ,No Back,    ,TRUE
River,7730,"42"" Round Bench",GUS,2043,GLS,1813,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27801,Lounge Chair Standard Back,GUS,2351,GLS,1691,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27801B,"Lounge Chair Standard Back, Left & Right Upholstered Arms",GUS,2064,GLS,2285,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27801L,"Lounge Chair Standard Back, Left Upholstered Arm",GUS,2801,GLS,1988,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27801R,"Lounge Chair Standard Back, Right Upholstered Arm",GUS,2434,GLS,1988,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27804,"Two-Seat Sofa, Standard Back",GUS,2434,GLS,2647,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27804B,"Two-Seat Sofa, Standard Back, Left & Right Upholstered Arms",GUS,3217,GLS,3241,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27804L,"Two-Seat Sofa, Standard Back, Left Upholstered Arm",GUS,3953,GLS,2944,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27804R,"Two-Seat Sofa, Standard Back, Right Upholstered Arm",GUS,3584,GLS,2944,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27804S,"Two-Seat Sofa, Standard Back, Back Shelf",GUS,3584,GLS,3209,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27804SB,"Two-Seat Sofa, Standard Back, Back Shelf, Left & Right Upholstered Arms",GUS,3942,GLS,3803,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27804SL,"Two-Seat Sofa, Standard Back, Back Shelf, Left Upholstered Arm",GUS,4679,GLS,3506,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27804SR,"Two-Seat Sofa, Standard Back, Back Shelf, Right Upholstered Arm",GUS,4311,GLS,3506,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27807,"Three-Seat Sofa, Standard Back",GUS,4311,GLS,3783,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27807B,"Three-Seat Sofa, Standard Back, Left & Right Upholstered Arms",GUS,5043,GLS,4377,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27807L,"Three-Seat Sofa, Standard Back, Left Upholstered Arm",GUS,5781,GLS,4080,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27807R,"Three-Seat Sofa, Standard Back, Right Upholstered Arm",GUS,5412,GLS,4080,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27807S,"Three-Seat Sofa, Standard Back, Back Shelf",GUS,5412,GLS,4531,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27807SB,"Three-Seat Sofa, Standard Back, Back Shelf, Left & Right Upholstered Arms",GUS,6002,GLS,5125,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27807SL,"Three-Seat Sofa, Standard Back, Back Shelf, Left Upholstered Arm",GUS,6740,GLS,4828,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27807SR,"Three-Seat Sofa, Standard Back, Back Shelf, Right Upholstered Arm",GUS,6371,GLS,4828,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27810,Bariatric Lounge Chair Standard Back,GUS,6371,GLS,2303,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27810B,"Bariatric Lounge Chair Standard Back, Left & Right Upholstered Arms",GUS,3150,GLS,2897,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27810L,"Bariatric Lounge Chair Standard Back, Left Upholstered Arm",GUS,3886,GLS,2600,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27810R,"Bariatric Lounge Chair Standard Back, Right Upholstered Arm",GUS,3518,GLS,2600,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27815,Inside Curve Two-Seat Sofa Standard Back,GUS,3518,GLS,2643,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27815L,"Inside Curve Two-Seat Sofa Standard Back, Left Upholstered Arm",GUS,3395,GLS,2940,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27815R,"Inside Curve Two-Seat Sofa Standard Back, Right Upholstered Arm",GUS,3764,GLS,2940,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27815S,"Inside Curve Two-Seat Sofa Standard Back, Back Shelf",GUS,3764,GLS,3561,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27815SL,"Inside Curve Two-Seat Sofa, Standard Back, Back Shelf, Left Upholstered Arm",GUS,4447,GLS,3858,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27815SR,"Inside Curve Two-Seat Sofa, Standard Back, Back Shelf, Right Upholstered Arm",GUS,4816,GLS,3858,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27818,Outside Curve Two-Seat Sofa Standard Back,GUS,4816,GLS,2699,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27818L,"Outside Curve Two-Seat Sofa Standard Back, Left Upholstered Arm",GUS,3311,GLS,2996,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27818R,"Outside Curve Two-Seat Sofa Standard Back, Right Upholstered Arm",GUS,3679,GLS,2996,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27818S,"Outside Curve Two-Seat Sofa Standard Back, Back Shelf",GUS,3679,GLS,3198,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27818SL,"Outside Curve Two-Seat Sofa, Standard Back, Back Shelf, Left Upholstered Arm",GUS,4300,GLS,3495,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27818SR,"Outside Curve Two-Seat Sofa, Standard Back, Back Shelf, Right Upholstered Arm",GUS,4668,GLS,3495,Lounge,With Arms,    ,Upholstered Back,    ,    ,TRUE
River+,R27821,90º Corner Unit Standard Back,GUS,4668,GLS,3676,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27821S,"90º Corner Unit Standard Back, Back Shelf",GUS,4379,GLS,4674,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27824,120º Corner Unit Standard Back,GUS,5766,GLS,3676,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27824S,"120º Corner Unit Standard Back, Back Shelf",GUS,4533,GLS,4612,Lounge,With Arms,    ,    ,    ,    ,TRUE
River+,R27803,Lounge Chair Extended High Back,GUS,5922,GLS,1972,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27803B,"Lounge Chair Extended High Back, Left & Right Upholstered Arms",GUS,2877,GLS,2566,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27803L,"Lounge Chair Extended High Back, Left Upholstered Arm",GUS,3614,GLS,2269,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27803R,"Lounge Chair Extended High Back, Right Upholstered Arm",GUS,3246,GLS,2269,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27806,"Two-Seat Sofa, Extended High Back",GUS,3246,GLS,3117,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27806B,"Two-Seat Sofa, Extended High Back, Left & Right Upholstered Arms",GUS,4455,GLS,3711,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27806L,"Two-Seat Sofa, Extended High Back, Left Upholstered Arm",GUS,5193,GLS,3414,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27806R,"Two-Seat Sofa, Extended High Back, Right Upholstered Arm",GUS,4824,GLS,3414,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27806S,"Two-Seat Sofa, Extended High Back, Back Shelf",GUS,4824,GLS,3678,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27806SB,"Two-Seat Sofa, Extended High Back, Back Shelf, Left & Right Upholstered Arms",GUS,5182,GLS,4272,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27806SL,"Two-Seat Sofa, Extended High Back, Back Shelf, Left Upholstered Arm",GUS,5918,GLS,3975,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27806SR,"Two-Seat Sofa, Extended High Back, Back Shelf, Right Upholstered Arm",GUS,5551,GLS,3975,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27809,"Three-Seat Sofa, Extended High Back",GUS,5551,GLS,4764,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27809B,"Three-Seat Sofa, Extended High Back, Left & Right Upholstered Arms",GUS,6381,GLS,5358,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27809L,"Three-Seat Sofa, Extended High Back, Left Upholstered Arm",GUS,7117,GLS,5061,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27809R,"Three-Seat Sofa, Extended High Back, Right Upholstered Arm",GUS,6749,GLS,5061,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27809S,"Three-Seat Sofa, Extended High Back, Back Shelf",GUS,6749,GLS,5512,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27809SB,"Three-Seat Sofa, Extended High Back, Back Shelf, Left & Right Upholstered Arms",GUS,7340,GLS,6106,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27809SL,"Three-Seat Sofa, Extended High Back, Back Shelf, Left Upholstered Arm",GUS,8076,GLS,5809,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27809SR,"Three-Seat Sofa, Extended High Back, Back Shelf, Right Upholstered Arm",GUS,7708,GLS,5809,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27812,Bariatric Lounge Chair Extended High Back,GUS,7708,GLS,2697,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27812B,"Bariatric Lounge Chair Extended High Back, Left & Right Upholstered Arms",GUS,3709,GLS,3291,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27812L,"Bariatric Lounge Chair Extended High Back, Left Upholstered Arm",GUS,4446,GLS,2994,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27812R,"Bariatric Lounge Chair Extended High Back, Right Upholstered Arm",GUS,4079,GLS,2994,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27817,Inside Curve Two-Seat Sofa Extended High Back,GUS,4079,GLS,3498,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27817L,"Inside Curve Two-Seat Sofa Extended High Back, Left Upholstered Arm",GUS,4681,GLS,3795,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27817R,"Inside Curve Two-Seat Sofa Extended High Back, Right Upholstered Arm",GUS,5049,GLS,3795,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27817S,"Inside Curve Two-Seat Sofa Extended High Back, Back Shelf",GUS,5049,GLS,4414,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27817SL,"Inside Curve Two-Seat Sofa Extended High Back, Back Shelf, Left Upholstered Arm",GUS,5669,GLS,4711,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27817SR,"Inside Curve Two-Seat Sofa Extended High Back, Back Shelf, Right Upholstered Arm",GUS,6038,GLS,4711,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27820,Outside Curve Two-Seat Sofa Extended High Back,GUS,6038,GLS,3553,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27820L,"Outside Curve Two-Seat Sofa Extended High Back, Left Upholstered Arm",GUS,4342,GLS,3850,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27820R,"Outside Curve Two-Seat Sofa Extended High Back, Right Upholstered Arm",GUS,4710,GLS,3850,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27820S,"Outside Curve Two-Seat Sofa Extended High Back, Back Shelf",GUS,4710,GLS,4052,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27820SL,"Outside Curve Two-Seat Sofa Extended High Back, Back Shelf, Left Upholstered Arm",GUS,5250,GLS,4349,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27820SR,"Outside Curve Two-Seat Sofa Extended High Back, Back Shelf, Right Upholstered Arm",GUS,5620,GLS,4349,Lounge,With Arms,    ,Upholstered Back,Extended High Back,    ,TRUE
River+,R27823,90º Corner Unit Extended High Back,GUS,5620,GLS,5181,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27823S,"90º Corner Unit Extended High Back, Back Shelf",GUS,5735,GLS,6179,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27826,120º Corner Unit Extended High Back,GUS,7122,GLS,5181,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27826S,"120º Corner Unit Extended High Back, Back Shelf",GUS,5755,GLS,6116,Lounge,With Arms,    ,    ,Extended High Back,    ,TRUE
River+,R27831,Single Seat Bench,GUS,7141,GLS,1157,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27832,Two-Seat Bench,GUS,1392,GLS,1796,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27833,Three-Seat Bench,GUS,2036,GLS,2489,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27834,Inside Curve Two-Seat Bench,GUS,3202,GLS,2609,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27835,Outside Curve Two-Seat Bench,GUS,2765,GLS,2609,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27836,90º Inside Curve Corner Bench,GUS,2765,GLS,2609,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27837,90º Outside Curve Corner Bench,GUS,2758,GLS,2609,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27838,120º Inside Curve Corner Bench,GUS,2758,GLS,2609,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27839,120º Outside Curve Corner Bench,GUS,2758,GLS,2609,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27840,Inside Curve Boomerang Bench,GUS,2758,GLS,3233,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27841,Outside Curve Boomerang Bench,GUS,4266,GLS,3233,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27842,Y Bench,GUS,4266,GLS,5623,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27843,"18"" Round Bench",GUS,6870,GLS,686,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27844,"36"" Round Bench",GUS,853,GLS,1546,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27845,"42"" Round Bench",GUS,2043,GLS,1813,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27846,"48"" Round Bench",GUS,2351,GLS,2130,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27847,"24"" Square Bench",GUS,2651,GLS,968,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27848,"30"" Square Bench",GUS,1165,GLS,1290,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27849,"36"" Square Bench",GUS,1538,GLS,1598,Bench,Armless,    ,    ,No Back,    ,TRUE
River+,R27850,"42"" Square Bench",GUS,1917,GLS,1955,Bench,Armless,    ,    ,No Back,    ,TRUE
Vitrola,8271,Lounge Chair,GUS,2329,GLS,1423,Lounge,With Arms,    ,    ,    ,    ,TRUE
Vitrola,8272,Two Seat Sofa,GUS,1602,GLS,2349,Lounge,With Arms,    ,    ,    ,    ,TRUE
Vitrola,8273,Three Seat Sofa,GUS,2629,GLS,3113,Lounge,With Arms,    ,    ,    ,    ,TRUE
Vitrola,8274,Ottoman,GUS,3419,GLS,525,Bench,Armless,    ,    ,No Back,    ,TRUE
Vitrola,8275,High Back Lounge Chair,GUS,921,GLS,1652,Lounge,With Arms,    ,    ,High Back,    ,TRUE
Citi,7862,Corner Seat,GUS,1928,GLS,1656,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi,7875,Lounge Chair,GUS,2316,GLS,1180,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi,7875LTL,"Lounge Chair, Left Laminate Tablet",GUS,1517,GLS,1613,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi,7875RTL,"Lounge Chair, Right Laminate Tablet",GUS,2275,GLS,1613,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi,7876,Two Seat Sofa,GUS,2275,GLS,1656,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi,7877,Three Seat Sofa,GUS,2046,GLS,2134,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi,7893,Two Seat Bench,GUS,2575,GLS,863,Bench,Armless,    ,    ,No Back,    ,TRUE
Citi,7894,Three Seat Bench,GUS,1165,GLS,1247,Bench,Armless,    ,    ,No Back,    ,TRUE
Citi,7895,"Lounge Chair, Armless",GUS,1663,GLS,1180,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi,7901L,"Lounge Chair, Left Arm",GUS,1519,GLS,1180,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi,7901R,"Lounge Chair, Right Arm",GUS,1426,GLS,1180,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi,7896,"Two Seat Sofa, Armless",GUS,1426,GLS,1656,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi,7897,"Three Seat Sofa, Armless",GUS,1890,GLS,2134,Lounge,Armless,    ,    ,    ,    ,TRUE
Citi,7879,Ottoman ,GUS,2488,GLS,590,Bench,Armless,    ,    ,No Back,    ,TRUE
Citi Square,S7862,Linking Corner Unit,GUS,587,GLS,1882,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7875,Lounge Chair,GUS,2588,GLS,1328,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7875LT,"Lounge Chair, Left Laminate Tablet",GUS,1829,GLS,1760,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7875RT,"Lounge Chair, Right Laminate Tablet",GUS,2448,GLS,1760,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7876,Two Seat Sofa,GUS,2448,GLS,1882,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7876LT,"Two Seat Sofa, Left Laminate Tablet",GUS,2588,GLS,2312,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7876RT,"Two Seat Sofa, Right Laminate Tablet",GUS,3208,GLS,2312,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7876LRT,"Two Seat Sofa, Left & Right Laminate Tablets",GUS,3208,GLS,2745,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7877,Three Seat Sofa,GUS,3829,GLS,2432,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7877LT,"Three Seat Sofa, Left Laminate Tablet",GUS,3351,GLS,2863,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7877RT,"Three Seat Sofa, Right Laminate Tablet ",GUS,3969,GLS,2863,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7877LRT,"Three Seat Sofa, Left & Right Laminate Tablets",GUS,3969,GLS,3295,Lounge,With Arms,    ,    ,    ,    ,TRUE
Citi Square,S7879,Square Ottoman,GUS,4588,GLS,739,Bench,Armless,    ,    ,No Back,    ,TRUE
Citi Square,S7884,Four Seat Sofa,GUS,759,GLS,3458,Lounge,With Arms,    ,    ,    ,    ,TRUE
