Series,Part Number,Name,USD Catalogue,USD Price,CAD Catalogue,CAD Price,Categories,Arm Type,Base Type,Back Material,Back Height,Tilter Prop,Images
Stream,2075BSAPU,"Bar Stool with Arms, Upholstered Seat & Polypropylene Back",GUS,701,GLS,816,Stools,With Arms,,Upholstered Back,    ,    ,TRUE
Stream,2075BSAUU,"Bar Stool with Arms, Upholstered Seat & Back",GUS,883,GLS,940,Stools,With Arms,,Upholstered Back,    ,    ,TRUE
Stream,2075BSNPP,"Armless Bar Stool, Polypropylene Seat & Back",GUS,998,GLS,573,Stools,Armless,,Polypropylene Back,    ,    ,TRUE
Stream,2075BSNPU,"Armless Bar Stool, Upholstered Seat & Polypropylene Back",GUS,592,GLS,753,Stools,Armless,,Upholstered Back,    ,    ,TRUE
Stream,2075BSNUU,"Armless Bar Stool, Upholstered Seat & Back",GUS,774,GLS,878,Stools,Armless,,Upholstered Back,    ,    ,TRUE
Stream,2075CSAPP,"Counter Stool with Arms, Polypropylene Seat & Back",GUS,889,GLS,573,Stools,With Arms,,Polypropylene Back,    ,    ,TRUE
Stream,2075CSAPU,"Counter Stool with Arms, Upholstered Seat & Polypropylene Back",GUS,701,GLS,753,Stools,With Arms,,Upholstered Back,    ,    ,TRUE
Stream,2075CSAUU,"Counter Stool with Arms, Upholstered Seat & Back",GUS,883,GLS,878,Stools,With Arms,,Upholstered Back,    ,    ,TRUE
Stream,2075CSNPP,"Armless Counter Stool, Polypropylene Seat & Back",GUS,998,GLS,510,Stools,Armless,,Polypropylene Back,    ,    ,TRUE
Stream,2075CSNPU,"Armless Counter Stool, Upholstered Seat & Polypropylene Back",GUS,592,GLS,691,Stools,Armless,,Upholstered Back,    ,    ,TRUE
Stream,2075CSNUU,"Armless Height Adjustable Task Stool, Upholstered Seat & Back",GUS,774,GLS,816,Stools,Armless,,Upholstered Back,    ,    ,TRUE
Spritz,6761-4,Tilter ,GUS,889,GLS,793,Task Seating,With Arms,,    ,    ,Tilter,TRUE
Spritz,6761-8,Weight Sensing Synchro-Tilter,GUS,974,GLS,872,Task Seating,With Arms,,    ,    ,Synchro-Tilter,TRUE
Spritz,6762-6,Task ,GUS,1114,GLS,625,Task Seating,With Arms,,    ,    ,    ,TRUE
Spritz,6763-6,Armless Task,GUS,786,GLS,599,Task Seating,Armless,,    ,    ,    ,TRUE
Spritz,6764,"Armless Flip Seat Nesting Chair, Glides",GUS,752,GLS,524,Side Chair,Armless,,    ,    ,    ,TRUE
Spritz,6764C,"Armless Flip Seat Nesting Chair, Casters",GUS,653,GLS,524,Side Chair,Armless,,    ,    ,    ,TRUE
Spritz,6764FC,"Armless Flip Seat Nesting Chair, Front Casters",GUS,653,GLS,524,Side Chair,Armless,,    ,    ,    ,TRUE
Spritz,6765,"Flip Seat Nesting Armchair, Glides",GUS,653,GLS,550,Side Chair,With Arms,,    ,    ,    ,TRUE
Spritz,6765C,"Flip Seat Nesting Armchair, Casters",GUS,695,GLS,550,Side Chair,With Arms,,    ,    ,    ,TRUE
Spritz,6765FC,"Flip Seat Nesting Armchair, Front Casters",GUS,695,GLS,550,Side Chair,With Arms,,    ,    ,    ,TRUE
Spritz,6766-4,Tilter with Adjustable Headrest,GUS,695,GLS,843,Task Seating,With Arms,,    ,    ,Tilter,TRUE
Spritz,6766-8,Weight Sensing Synchro-Tilter with Adjustable Headrest,GUS,998,GLS,923,Task Seating,With Arms,,    ,    ,Synchro-Tilter,TRUE
Spritz,6767-6,Armless Height Adjustable Stool,GUS,1161,GLS,783,Stools,Armless,,    ,    ,    ,TRUE
Spritz,6768-6,Height Adjustable Stool,GUS,863,GLS,808,Stools,With Arms,,    ,    ,    ,TRUE
Spritz,6762-6PB,"Task Chair, Pedestal Base",GUS,899,GLS,831,Pedestal,With Arms,Pedestal Base,    ,    ,    ,TRUE
Spritz,6763-6PB,"Armless Task Chair, Pedestal Base",GUS,1018,GLS,808,Pedestal,Armless,Pedestal Base,    ,    ,    ,TRUE
G20,6007,High Back Synchro-Tilter Mesh Chair,GUS,983,GLS,1634,Task Seating,With Arms,    ,Mesh Back,High Back,Synchro-Tilter,TRUE
ObusForme,4430,"High Back Multi-Tilter, Lumbar Pad/Headrest",,,GLS,1398,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
ObusForme,4432,Medium Back Multi-Tilter,,,GLS,1293,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
ObusForme Comfort XL,1251-0,Extended High Back Wide & Deep Synchro-Tilter,GUS,1892,GLS,1286,Task Seating,With Arms,    ,    ,Extended High Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1251-3,Extended High Back Wide & Deep Multi-Tilter,GUS,1892,GLS,1286,Task Seating,With Arms,    ,    ,Extended High Back,Multi-Tilter,TRUE
ObusForme Comfort XL,1251-8,Extended High Back Wide & Deep Weight Sensing Synchro-Tilter,GUS,1892,GLS,1286,Task Seating,With Arms,    ,    ,Extended High Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1252-0,High Back Wide & Deep Synchro-Tilter,GUS,1892,GLS,1225,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1252-3,High Back Wide & Deep Multi-Tilter,GUS,1808,GLS,1225,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
ObusForme Comfort XL,1252-8,High Back Wide & Deep Weight Sensing Synchro-Tilter,GUS,1808,GLS,1225,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1253-0,Medium Back Wide & Deep Synchro-Tilter,GUS,1808,GLS,1166,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1253-3,Medium Back Wide & Deep Multi-Tilter,GUS,1726,GLS,1166,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
ObusForme Comfort XL,1253-8,Medium Back Wide and Deep Weight Sensing Synchro-Tilter,GUS,1726,GLS,1166,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1254-0,Extended Wide High Back Standard Depth Synchro-Tilter,GUS,1726,GLS,1225,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1254-3,Extended Wide High Back Standard Depth Multi-Tilter,GUS,1808,GLS,1225,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
ObusForme Comfort XL,1254-8,Extended Wide High Back Standard Depth Weight Sensing Synchro-Tilter,GUS,1808,GLS,1225,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1255-0,High Back Wide Standard Depth Synchro-Tilter,GUS,1808,GLS,1166,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1255-3,High Back Wide Standard Depth Multi-Tilter,GUS,1726,GLS,1166,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
ObusForme Comfort XL,1255-8,High Back Wide Standard Depth Weight Sensing Synchro-Tilter,GUS,1726,GLS,1166,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1256-0,Medium Back Wide Standard Depth Synchro-Tilter,GUS,1726,GLS,1107,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
ObusForme Comfort XL,1256-3,Medium Back Wide Standard Depth Multi-Tilter,GUS,1645,GLS,1107,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
ObusForme Comfort XL,1256-8,Medium Back Wide Standard Depth Weight Sensing Synchro-Tilter,GUS,1645,GLS,1107,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
Loover,2660-0,Extended High Back Synchro-Tilter,GUS,1645,GLS,1059,Task Seating,With Arms,    ,    ,Extended High Back,Synchro-Tilter,TRUE
Loover,2660-3,Extended High Back Multi-Tilter,GUS,1213,GLS,1059,Task Seating,With Arms,    ,    ,Extended High Back,Multi-Tilter,TRUE
Loover,2660-4,Extended High Back Tilter,GUS,1213,GLS,963,Task Seating,With Arms,    ,    ,Extended High Back,Tilter,TRUE
Loover,2660-8,Extended High Back Weight Sensing Synchro-Tilter,GUS,1060,GLS,1059,Task Seating,With Arms,    ,    ,Extended High Back,Synchro-Tilter,TRUE
Loover,2661-0,High Back Synchro-Tilter,GUS,1213,GLS,1030,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
Loover,2661-3,High Back Multi-Tilter,GUS,1132,GLS,1030,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Loover,2661-4,High Back Tilter,GUS,1132,GLS,932,Task Seating,With Arms,    ,    ,High Back,Tilter,TRUE
Loover,2661-8,High Back Weight Sensing Synchro-Tilter,GUS,995,GLS,1030,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
Loover,2662-0,Medium Back Synchro-Tilter,GUS,1132,GLS,1003,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
Loover,2662-3,Medium Back Multi-Tilter,GUS,1083,GLS,1003,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Loover,2662-4,Medium Back Tilter,GUS,1083,GLS,902,Task Seating,With Arms,    ,    ,Medium Back,Tilter,TRUE
Loover,2662-8,Medium Back Weight Sensing Synchro-Tilter,GUS,963,GLS,1003,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
Loover,2663-6,Medium Back Height Adjustable Stool,GUS,1083,GLS,1187,Stools,With Arms,    ,    ,Medium Back,    ,TRUE
Granada,3212,Low Back Multi-Tilter,GUS,1406,GLS,888,Task Seating,With Arms,    ,    ,Low Back,Multi-Tilter,TRUE
Granada,3217,High Back Multi-Tilter,GUS,1025,GLS,926,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Granada,3254,"Low Back Task, Armless",GUS,1153,GLS,518,Task Seating,Armless,    ,    ,Low Back,    ,TRUE
Granada,3255,Low Back Task,GUS,663,GLS,639,Task Seating,With Arms,    ,    ,Low Back,    ,TRUE
Granada,3278,"Operator Stool, Armless",GUS,835,GLS,958,Stools,Armless,    ,    ,    ,    ,TRUE
Granada,TS3212,Low Back 24HR Heavy Duty Multi-Tilter,GUS,1389,GLS,1050,Task Seating,With Arms,    ,    ,Low Back,Multi-Tilter,TRUE
Granada,TS3217,High Back 24HR Heavy Duty Multi-Tilter,GUS,1228,GLS,1088,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Aspen,2850-3,"Extended Back Multi-Tilter, Headrest",GUS,1352,GLS,1358,Task Seating,With Arms,    ,    ,    ,Multi-Tilter,TRUE
Aspen,2851-3,High Back Multi-Tilter,GUS,1530,GLS,1224,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Aspen,2852-3,Medium Back Multi-Tilter,GUS,1367,GLS,1182,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Score,2312,"Low Back Task, Armless",,,GLS,319,Task Seating,Armless,    ,    ,Low Back,    ,TRUE
Score,2314,Low Back Task,,,GLS,402,Task Seating,With Arms,    ,    ,Low Back,    ,TRUE
Score,2315,"Low Back Posture Task, Armless",,,GLS,421,Task Seating,Armless,    ,    ,Low Back,    ,TRUE
ObusForme Comfort,1240-3,Comfort High Back Multi-Tilter,GUS,1236,GLS,1062,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
ObusForme Comfort,1241-2,Medium Back Knee-Tilter ,GUS,1236,GLS,1153,Task Seating,With Arms,    ,    ,Medium Back,Knee-Tilter,TRUE
ObusForme Comfort,1241-3,Medium Back Multi-Tilter,GUS,1386,GLS,1002,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
ObusForme Comfort,1260-3,"High Back Multi-Tilter, Schukra",GUS,1174,GLS,1190,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
ObusForme Comfort,1261-3,"Medium Back Multi-Tilter, Schukra",GUS,1399,GLS,1129,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
ObusForme Comfort,1246,"Armless Chair, Sled Base",GUS,1339,GLS,576,Side Chair,Armless,Sled Base,    ,    ,    ,TRUE
ObusForme Comfort,1247,"Armchair, Sled Base",GUS,756,GLS,705,Side Chair,With Arms,Sled Base,    ,    ,    ,TRUE
ObusForme Comfort,TS1240-3,High Back Heavy Duty Multi-Tilter,GUS,995,GLS,1283,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
ObusForme Comfort,TS1241-3,Medium Back Heavy Duty Multi-Tilter,GUS,1479,GLS,1222,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
ObusForme Comfort,TS1260-3,"High Back Heavy Duty Multi-Tilter, Schukra",GUS,1411,GLS,1410,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
ObusForme Comfort,TS1261-3,"Medium Back Heavy Duty Multi-Tilter, Schukra",GUS,1638,GLS,1351,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Granada Deluxe,1170-3,High Back Multi-Tilter,GUS,1575,GLS,929,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Granada Deluxe,1171-3,Medium Back Multi-Tilter,GUS,1223,GLS,888,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Granada Deluxe,TS1170-3,High Back Heavy Duty Multi-Tilter,GUS,1098,GLS,1140,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Granada Deluxe,TS1171-3,Medium Back Heavy Duty Multi-Tilter,GUS,1384,GLS,1097,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Triumph,3650-3,High Back Multi-Tilter,GUS,1259,GLS,1291,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Triumph,3650-8,High Back Weight Sensing Synchro-Tilter,GUS,1641,GLS,1291,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
Triumph,3651-3,Medium Back Multi-Tilter,GUS,1641,GLS,1241,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Triumph,3651-8,Medium Back Weight Sensing Synchro-Tilter,GUS,1608,GLS,1241,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
Malaga,3140-3,High Back Multi-Tilter,GUS,1608,GLS,1207,Side Chair,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Malaga,3141-3,Low Back Multi-Tilter,GUS,1446,GLS,1144,Side Chair,With Arms,    ,    ,Low Back,Multi-Tilter,TRUE
Malaga,TS3140-3,High Back Heavy Duty Multi-Tilter,GUS,1320,GLS,1368,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Malaga,TS3141-3,Low Back Heavy Duty Multi-Tilter,GUS,1616,GLS,1306,Task Seating,With Arms,    ,    ,Low Back,Multi-Tilter,TRUE
Aurora,1220-3,High Back Multi-Tilter,,,GLS,900,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Aurora,1221-3,Medium Back Multi-Tilter,,,GLS,850,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Tye,1950-3,High Back Multi-Tilter,GUS,1036,GLS,906,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Tye,1950-4,High Back Tilter,GUS,1036,GLS,782,Task Seating,With Arms,    ,    ,High Back,Tilter,TRUE
Tye,1951-3,Medium Back Multi-Tilter,GUS,881,GLS,865,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Tye,1951-4,Medium Back Tilter,GUS,999,GLS,741,Task Seating,With Arms,    ,    ,Medium Back,Tilter,TRUE
Tye,1952-6,Low Back Task,GUS,842,GLS,633,Task Seating,With Arms,    ,    ,Low Back,    ,TRUE
Echo,3670-3,High Back Multi-Tilter,,,GLS,1046,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Echo,3671-3,Medium Back Multi-Tilter,,,GLS,1009,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Yorkdale,2340-3,High Back Multi-Tilter,,,GLS,770,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Yorkdale,2341-3,Low Back Multi-Tilter,,,GLS,711,Task Seating,With Arms,    ,    ,Low Back,Multi-Tilter,TRUE
Yorkdale,2341-6,Low Back Task Chair,,,GLS,528,Task Seating,With Arms,    ,    ,Low Back,    ,TRUE
Supra X,5333-3,High Back Multi-Tilter,GUS,1087,GLS,946,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Supra X,5336-1,Medium Back Synchro-Tilter ,GUS,1087,GLS,1004,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
Supra X,5336-3,Medium Back Multi-Tilter,GUS,1269,GLS,842,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Supra X,5337-6,"Medium Back Task, Armless",GUS,924,GLS,505,Task Seating,Armless,    ,    ,Medium Back,    ,TRUE
Supra X,5338-6,Medium Back Height Adjustable Stool,GUS,600,GLS,918,Stools,With Arms,    ,    ,Medium Back,    ,TRUE
Supra X,5339-6,"Medium Back Height Adjustable Stool, Armless",GUS,1234,GLS,814,Stools,Armless,    ,    ,Medium Back,    ,TRUE
Truform,5450-3,High Back Multi-Tilter,GUS,1077,GLS,903,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Truform,5450-4,High Back Tilter,GUS,965,GLS,785,Task Seating,With Arms,    ,    ,High Back,Tilter,TRUE
Truform,5450-8,High Back Weight Sensing Synchro-Tilter,GUS,858,GLS,903,Task Seating,With Arms,    ,    ,High Back,Synchro-Tilter,TRUE
Truform,5451-0,Medium Back Synchro-Tilter,GUS,965,GLS,849,Task Seating,With Arms,    ,    ,Medium Back,Synchro-Tilter,TRUE
Truform,5451-3,Medium Back Multi-Tilter,GUS,925,GLS,849,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Truform,5451-4,Medium Back Tilter,GUS,925,GLS,731,Task Seating,With Arms,    ,    ,Medium Back,Tilter,TRUE
Truform,5457-6,"Medium Back Height Adjustable Stool, Armless",GUS,819,GLS,765,Stools,Armless,    ,    ,Medium Back,    ,TRUE
Truform,5458-6,Medium Back Height Adjustable Stool,GUS,1099,GLS,917,Stools,With Arms,    ,    ,Medium Back,    ,TRUE
Truform,TS5450-3,High Back Heavy Duty Multi-Tilter,GUS,1284,GLS,1117,Task Seating,With Arms,    ,    ,High Back,Multi-Tilter,TRUE
Truform,TS5451-3,Medium Back Heavy Duty Multi-Tilter,GUS,1132,GLS,1057,Task Seating,With Arms,    ,    ,Medium Back,Multi-Tilter,TRUE
Lite,5940,Armless Chair,GUS,1093,GLS,650,Side Chair,Armless,    ,    ,    ,    ,TRUE
Lite,5940C,"Chair with Casters, Armless",GUS,801,GLS,735,Side Chair,Armless,    ,    ,    ,    ,TRUE
Lite,5941,"Armchair, Cantilever Arms",GUS,926,GLS,735,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Lite,5941C,"Armchair, Cantilever Arms & Casters",GUS,921,GLS,822,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Lite,5942,"Armchair, Loop Arms",GUS,1046,GLS,735,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Lite,5942C,"Armchair, Loop Arms & Casters ",GUS,921,GLS,822,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Lite,5943,"Armless Chair, Cantilever Frame",GUS,1046,GLS,692,Side Chair,Armless,    ,    ,    ,    ,TRUE
Lite,5944,"Armchair, Cantilever Arms & Frame",GUS,868,GLS,779,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Lite,5945,"Armchair, Loop Arms & Cantilever Frame",GUS,987,GLS,779,Side Chair,With Arms,    ,    ,    ,    ,TRUE
Lite,5950,Armless Upholstered Chair,GUS,987,GLS,532,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Lite,5950C,"Armless Upholstered Chair, Casters",GUS,663,GLS,620,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Lite,5951,"Upholstered Armchair, Cantilever Arm",GUS,789,GLS,620,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Lite,5951C,"Upholstered Armchair, Cantilever Arms & Casters",GUS,779,GLS,707,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Lite,5952,"Upholstered Armchair, Loop Arms",GUS,907,GLS,620,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Lite,5952C,"Upholstered Armchair, Loop Arms & Casters",GUS,779,GLS,707,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Lite,5953,"Armless Upholstered Chair, Cantilever Frame",GUS,907,GLS,576,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Lite,5954,"Upholstered Armchair, Cantilever Arms & Frame",GUS,726,GLS,664,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Lite,5955,"Upholstered Armchair, Loop Arms & Cantilever Frame",GUS,847,GLS,664,Side Chair,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6537,"Armless Task Chair, Polypropylene Seat & Back",GUS,847,GLS,415,Task Seating,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6537MB,"Armless Task Chair, Polypropylene Seat & Mesh Back",GUS,536,GLS,475,Task Seating,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6538,"Armless Task Chair, Upholstered Seat & Polypropylene Back",GUS,603,GLS,461,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6538MB,"Armless Task Chair, Upholstered Seat & Mesh Back",GUS,580,GLS,521,Task Seating,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6539,"Armless Task Chair, Upholstered Seat & Back",GUS,652,GLS,496,Task Seating,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6567,"Task Chair, Polypropylene Seat & Back",GUS,624,GLS,480,Task Seating,With Arms,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6567MB,"Task Chair, Polypropylene Seat & Mesh Back",GUS,603,GLS,540,Task Seating,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6568,"Task Chair, Upholstered Seat & Polypropylene Back",GUS,674,GLS,526,Task Seating,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6568MB,"Task Chair, Upholstered Seat & Mesh Back",GUS,646,GLS,585,Task Seating,With Arms,    ,Mesh Back,    ,    ,TRUE
Sonic,6569,"Task Chair, Upholstered Seat & Back",GUS,710,GLS,567,Task Seating,With Arms,    ,Upholstered Back,    ,    ,TRUE
Sonic,6508,"Armless Chair, Polypropylene Seat & Back",GUS,691,GLS,228,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6508WS,"Armless Chair, Polypropylene Seat & Back, Wall Saver Frame",GUS,331,GLS,260,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6508MB,"Armless Chair, Polypropylene Seat & Mesh Back",GUS,363,GLS,290,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6508WSMB,"Armless Chair, Polypropylene Seat & Mesh Back, Wall Saver Frame",GUS,396,GLS,321,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6508TL,"Armless Chair with Left Tablet, Polypropylene Seat & Back",GUS,427,GLS,508,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6508TLWS,"Armless Chair with Left Tablet, Polypropylene Seat & Back, Wall Saver Frame",GUS,660,GLS,539,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6508TR,"Armless Chair with Right Tablet, Polypropylene Seat & Back",GUS,695,GLS,508,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6508TRWS,"Armless Chair with Right Tablet, Polypropylene Seat & Back, Wall Saver Frame",GUS,660,GLS,539,Side Chair,Armless,    ,Polypropylene Back,    ,    ,TRUE
Sonic,6508TLMB,"Armless Chair with Left Tablet, Polypropylene Seat & Mesh Back",GUS,695,GLS,568,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6508TLWSMB,"Armless Chair with Left Tablet, Polypropylene Seat & Mesh Back, Wall Saver Frame",GUS,722,GLS,602,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6508TRMB,"Armless Chair with Right Tablet, Polypropylene Seat & Mesh Back",GUS,754,GLS,568,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6508TRWSMB,"Armless Chair with Right Tablet, Polypropylene Seat & Mesh Back, Wall Saver Frame",GUS,722,GLS,601,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6509,"Armless Chair, Upholstered Seat & Polypropylene Back",GUS,754,GLS,291,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6509WS,"Armless Chair, Upholstered Seat & Polypropylene Back, Wall Saver Frame",GUS,382,GLS,318,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6509MB,"Armless Chair, Upholstered Seat & Mesh Back",GUS,445,GLS,352,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6509WSMB,"Armless Chair, Upholstered Seat & Mesh Back, Wall Saver Frame",GUS,445,GLS,380,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6509TL,"Armless Chair with Left Tablet, Upholstered Seat & Polypropylene Back",GUS,482,GLS,572,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6509TLWS,"Armless Chair with Left Tablet, Upholstered Seat & Polypropylene Back, Wall Saver Frame",GUS,706,GLS,598,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6509TR,"Armless Chair with Right Tablet, Upholstered Seat & Polypropylene Back",GUS,739,GLS,572,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6509TRWS,"Armless Chair with Right Tablet, Upholstered Seat & Polypropylene Back, Wall Saver Frame",GUS,706,GLS,598,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6509TLMB,"Armless Chair with Left Tablet, Upholstered Seat & Mesh Back ",GUS,739,GLS,633,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6509TLWSMB,"Armless Chair with Left Tablet, Upholstered Seat & Mesh Back, Wall Saver Frame",GUS,765,GLS,660,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6509TRMB,"Armless Chair with Right Tablet, Upholstered Seat & Mesh Back",GUS,799,GLS,633,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6509TRWSMB,"Armless Chair with Right Tablet, Upholstered Seat & Mesh Back, Wall Saver Frame",GUS,765,GLS,660,Side Chair,Armless,    ,Mesh Back,    ,    ,TRUE
Sonic,6511,"Armless Chair, Upholstered Seat & Back",GUS,799,GLS,332,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6511WS,"Armless Chair, Upholstered Seat & Back, Wall Saver Frame",GUS,428,GLS,360,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6511TL,"Armless Chair with Left Tablet, Upholstered Seat & Back",GUS,459,GLS,613,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6511TR,"Armless Chair with Right Tablet, Upholstered Seat & Back",GUS,760,GLS,613,Side Chair,Armless,    ,Upholstered Back,    ,    ,TRUE
Sonic,6513,"Armchair, Polypropylene Seat & Back",GUS,760,GLS,297,Side Chair,With Arms,    ,Polypropylene Back,    ,    ,TRUE
